YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2011,2011,VI,Virgin Islands,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,,78,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2019,2019,AR,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.7,4.7,,,2.6,6.8,Race/Ethnicity,"Other, non-Hispanic",,,,,,5,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2013,2013,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.5,4.5,,,4,4.9,Gender,Female,,,,,,29,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2016,2016,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,2,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2015,2015,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.4,4.4,,,2.9,6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,2,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2016,2016,SC,South Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,26.4,26.4,,,16.1,40.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,45,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2015,2015,MA,Massachusetts,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,6.3,6.3,,,4.1,8.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,25,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2017,2017,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.3,4.3,,,4.1,4.6,Gender,Female,,,,,,4,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2016,2016,MS,Mississippi,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,28,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2017,2017,VI,Virgin Islands,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,-,No data available,,,Gender,Male,,,,,,78,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2019,2019,MA,Massachusetts,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,18.3,18.3,,,15.7,21.4,Overall,Overall,,,,,,25,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,47,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2018,2018,DC,District of Columbia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,11,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2013,2013,DE,Delaware,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,14.3,14.3,,,11.3,17.9,Overall,Overall,,,,,,10,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2019,2019,PR,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.3,4,Gender,Female,,,,,,72,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2018,2018,MT,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.2,3.2,,,2.7,3.6,Gender,Male,,,,,,30,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2016,2016,VT,Vermont,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.8,3.8,,,3.5,4,Race/Ethnicity,"White, non-Hispanic",,,,,,50,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2016,2016,AR,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,7.7,7.7,,,4.5,10.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,5,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2016,2016,CA,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3,3,,,2.7,3.2,Gender,Male,,,,,,6,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2018,2018,OH,Ohio,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,7.3,7.3,,,5.1,9.5,Race/Ethnicity,Hispanic,,,,,,39,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2013,2013,ID,Idaho,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.4,4,Overall,Overall,,,,,,16,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2015,2015,MD,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.4,3.4,,,3.1,3.7,Overall,Overall,,,,,,24,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2016,2016,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.1,5.1,,,2.4,7.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,29,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2016,2016,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.4,4.4,,,4.1,4.7,Overall,Overall,,,,,,40,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2019,2019,IN,Indiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.4,4.4,,,3.5,5.3,Race/Ethnicity,"Black, non-Hispanic",,,,,,18,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2018,2018,WY,Wyoming,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.5,5.5,,,2.8,8.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,56,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2013,2013,VI,Virgin Islands,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,78,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2011,2011,CO,Colorado,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,8,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2013,2013,PR,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,72,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2014,2014,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,15,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2014,2014,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.1,2.1,,,1.8,2.4,Race/Ethnicity,"Other, non-Hispanic",,,,,,15,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2014,2014,FL,Florida,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,15.1,15.1,,,9.7,22.7,Race/Ethnicity,"Black, non-Hispanic",,,,,,12,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2013,2013,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,7.3,7.3,,,3.9,10.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,37,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2019,2019,LA,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,6.1,6.1,,,5.6,6.6,Gender,Female,,,,,,22,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2017,2017,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.4,3.4,,,3.2,3.6,Overall,Overall,,,,,,9,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2017,2017,PA,Pennsylvania,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,21.5,21.5,,,14.7,30.3,Race/Ethnicity,Hispanic,,,,,,42,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2012,2012,SC,South Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,14.3,14.3,,,11.3,17.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,45,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2014,2014,PR,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.5,3.5,,,3,3.9,Gender,Male,,,,,,72,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2014,2014,AL,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.6,4.6,,,2.3,6.8,Race/Ethnicity,Hispanic,,,,,,1,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2018,2018,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.6,3.6,,,2.4,4.8,Race/Ethnicity,"Black, non-Hispanic",,,,,,8,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2014,2014,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.5,3.5,,,2,4.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,2,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2015,2015,DC,District of Columbia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,11,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2018,2018,VA,Virginia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,16.9,16.9,,,14.9,19.2,Race/Ethnicity,"White, non-Hispanic",,,,,,51,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2016,2016,MI,Michigan,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,17.2,17.2,,,13.3,21.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,26,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2018,2018,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.6,4.6,,,3.9,5.3,Gender,Female,,,,,,2,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2017,2017,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.8,3.8,,,2.6,5.1,Race/Ethnicity,"Other, non-Hispanic",,,,,,45,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2019,2019,OK,Oklahoma,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,12.4,12.4,,,8.3,18.2,Race/Ethnicity,Hispanic,,,,,,40,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2016,2016,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.7,5.7,,,2.7,8.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,38,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2013,2013,MS,Mississippi,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.4,3.4,,,3,3.9,Gender,Male,,,,,,28,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2016,2016,MN,Minnesota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.8,2.8,,,2.2,3.5,Race/Ethnicity,"Other, non-Hispanic",,,,,,27,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2017,2017,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4,4,,,3.5,4.5,Race/Ethnicity,"Black, non-Hispanic",,,,,,45,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2012,2012,UT,Utah,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.7,2.7,,,2.5,3,Gender,Male,,,,,,49,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2012,2012,NH,New Hampshire,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.2,3.2,,,2.8,3.6,Gender,Male,,,,,,33,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2019,2019,MA,Massachusetts,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.9,2.9,,,2.1,3.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,25,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2018,2018,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,7.8,7.8,,,5,10.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,47,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2016,2016,WV,West Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5,5,,,4.8,5.3,Overall,Overall,,,,,,54,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2015,2015,VA,Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.6,3.6,,,3.1,4.2,Race/Ethnicity,"Black, non-Hispanic",,,,,,51,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2014,2014,VA,Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.8,2.8,,,1.8,3.8,Race/Ethnicity,"Other, non-Hispanic",,,,,,51,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2011,2011,PA,Pennsylvania,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.8,3.8,,,3.6,4,Race/Ethnicity,"White, non-Hispanic",,,,,,42,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2014,2014,CA,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.1,3.1,,,2.5,3.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,6,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2012,2012,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,,13,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2016,2016,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,7.7,7.7,,,4.9,10.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,47,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2013,2013,OH,Ohio,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.8,3.8,,,3.6,4,Overall,Overall,,,,,,39,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2018,2018,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.3,3.3,,,2.4,4.2,Race/Ethnicity,Hispanic,,,,,,10,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2012,2012,NM,New Mexico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.5,4.5,,,4.2,4.8,Gender,Female,,,,,,35,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2015,2015,DC,District of Columbia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"White, non-Hispanic",,,,,,11,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2017,2017,VI,Virgin Islands,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,,78,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2018,2018,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,9.7,9.7,,,7.5,12.5,Race/Ethnicity,"White, non-Hispanic",,,,,,46,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2017,2017,MT,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.1,3.1,,,2.7,3.5,Gender,Male,,,,,,30,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2011,2011,LA,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,6,6,,,4.2,7.8,Race/Ethnicity,Hispanic,,,,,,22,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2015,2015,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.6,4.6,,,3.3,6,Race/Ethnicity,"Black, non-Hispanic",,,,,,40,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2017,2017,AZ,Arizona,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,15,15,,,10,21.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,4,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2016,2016,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.4,3.4,,,2.4,4.5,Race/Ethnicity,"Other, non-Hispanic",,,,,,9,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2019,2019,NH,New Hampshire,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,20.7,20.7,,,17.7,24,Race/Ethnicity,"White, non-Hispanic",,,,,,33,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2016,2016,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.1,4.1,,,3.7,4.5,Gender,Female,,,,,,19,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2015,2015,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,15,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2011,2011,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4,4,,,3.6,4.3,Race/Ethnicity,"White, non-Hispanic",,,,,,13,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2017,2017,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.5,4.5,,,2.6,6.3,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,2,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2017,2017,MT,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.4,4,Overall,Overall,,,,,,30,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2015,2015,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3,3,,,2.5,3.5,Gender,Male,,,,,,10,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2013,2013,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.4,4.4,,,3.7,5.1,Race/Ethnicity,"Black, non-Hispanic",,,,,,12,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2014,2014,UT,Utah,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.7,4.7,,,2.5,6.8,Race/Ethnicity,"Black, non-Hispanic",,,,,,49,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2012,2012,WY,Wyoming,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.1,3.1,,,2.8,3.4,Race/Ethnicity,"White, non-Hispanic",,,,,,56,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2013,2013,VA,Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.2,3.2,,,3,3.5,Race/Ethnicity,"White, non-Hispanic",,,,,,51,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2019,2019,GU,Guam,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,12.5,12.5,,,9.5,16.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,66,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2011,2011,WA,Washington,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,3.5,4,Overall,Overall,,,,,,53,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2015,2015,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.1,5.1,,,4.6,5.7,Gender,Female,,,,,,29,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2016,2016,OK,Oklahoma,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,40,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2012,2012,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,19,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2017,2017,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,9.3,9.3,,,5.7,13,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,38,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2013,2013,UT,Utah,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,13.6,13.6,,,7.5,23.4,Race/Ethnicity,"Other, non-Hispanic",,,,,,49,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2012,2012,IL,Illinois,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.3,4.1,Gender,Female,,,,,,17,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2014,2014,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.2,2.2,,,1.2,3.2,Race/Ethnicity,Hispanic,,,,,,19,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2015,2015,NE,Nebraska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,31,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2012,2012,KY,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,8,8,,,5.6,10.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,21,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2012,2012,WA,Washington,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.3,3.3,,,3,3.6,Gender,Male,,,,,,53,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2015,2015,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.2,4.2,,,4,4.5,Overall,Overall,,,,,,12,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2015,2015,MO,Missouri,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,29,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2016,2016,MI,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.4,4.4,,,4.2,4.6,Overall,Overall,,,,,,26,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
